;question
6820;bonsoir suppose sujet récurrent très angoissée très fatiguée peux empêcher expliquer situation sans faire toutes les pages forum ça fait déjà 20min tourne différents sites amp forums alors voilà 20 ans amp prends pilule NOM_DE_MEDICAMENT gé depuis environ 1 an maintenant jamais oublié jusqu ici seul problème rencontré apparition tâches brunes 2 reprises cycle sans problème entre les 2 plus importantes amp plus précoces 2ème fois gynécologue NOM_DE_MEDICAMENT confirmée cela pouvait venir carence progestérone donné très épaisse progestérone stocke graisse amp responsable fixation ovule utérus cas grossesse pilule NOM_DE_MEDICAMENT donc but faire chuter taux fin cycle carencée taux NOM_DE_MEDICAMENT tendance chuter plus tôt prévu chez donc provoquer pertes sang pré menstruation quelques troubles alimentaires passé très glorieux anorexique donc NOM_DE_MEDICAMENT priori franchement risque tombe enceinte peur finir stérile ici veuille enfants voilà dimanche soir dernier exceptionnellement dormi chez copain vit encore malheureusement chacun chez parents cela tombait comme hasard pile jour où devais commencer nouvelle plaquette semaine interruption finissant dimanche soir 22h quand reprends pilule grande stressée pris habitude laisser bureau habitude bien évidence car peur perdre trimbalant partout où vais mettant sac main bien pourtant toujours si stressée amp si toquée fait tout NOM_DE_MEDICAMENT place chambre amp fais liste chaque fois pars quelque part sais comment débrouillée oublié pilule chez evidemment rendue compte fois chez copain vers 18h habite 2h transport chez autrement dit aucun moyen faire marche arrière pharmacie fermée ordonnance panique pleure stress copain dit tant pis utilisera préservatifs rentrant chez lundi soir prends suite comprimé oublié amp relis 2 3 fois notice pilule dois utiliser préservatifs plus pilule pendant 7 jours voilà certes lundi dernier coup copain NOM_DE_MEDICAMENT éjaculé chance vendredi avant mis préservatif juste éjaculation éviter course toilettes devant parents bref donc amp logique implacable réfléchis si pilule bloque fécondation pendant 7 jours seuls ébats lundi comportent risque or NOM_DE_MEDICAMENT éjaculation également cherché durée maximale vie spermatozoïde corps humain enfin féminin disons 3 4 jours moyenne donc lundi 4 vendredi encore protégée dernière pilule samedi soir efficace les 7 jours arrêt maximum observé 7 jours aïh lundi 7 lundi protégée uniquement jusqu samedi plus gros doute voyant les discussions forum jamais vraiment compris pré sperme quand parlé weekend dernier copain NOM_DE_MEDICAMENT dit aucun risque car mettrait préservatif dès sentirait allait jouir supporte les capotes peut vraiment savoir quand sort pré sperme risque grossesse hum bref malgré toutes précotions amp carences progestérone pensez NOM_DE_MEDICAMENT infime risque grossesse merci avance réponses grande stressée lève 6h amp arrive fermer oeil
6821;NOM_DE_MEDICAMENT dose peut prendre NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT mère
6822;les comprimés NOM_DE_MEDICAMENT contiennent ils lactose
6823;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT possible
6824;prescription facile NOM_DE_MEDICAMENT
6825;nfs sous NOM_DE_MEDICAMENT
6826;NOM_DE_MEDICAMENT patient reçoit prescription NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT or logiciel officinal alerte NOM_DE_MEDICAMENT contre indication entre 2 produits
6827;bonjour prends pilule NOM_DE_MEDICAMENT gé prise 4 heures retard horaire habituel malgré tout toujours protégée dépassé délai efficacité merci réponses
6828;prends NOM_DE_MEDICAMENT depuis 4 mois 5 POSOLOGIE jour médicament réussit plutôt bien impression avoir perdu beaucoup cheveux cela arrivé
6829;NOM_DE_MEDICAMENT regime prise poids
6830;NOM_DE_MEDICAMENT 35 pillule traitement hormonal
6831;c quoi NOM_DE_MEDICAMENT
6832;enceinte mois prends 1 NOM_DE_MEDICAMENT 0 25 jour NOM_DE_MEDICAMENT conséquences
6833;quelqu connait les effets plus moins génant application NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
6834;rocéphine entraine retard règles
6835;fait prendre NOM_DE_MEDICAMENT peut entrainer dépendance
6836;quelle posologie maximale NOM_DE_MEDICAMENT lp
6837;NOM_DE_MEDICAMENT partir combien boites doit refuser délivrance NOM_DE_MEDICAMENT
6838;je arrive plus suivre régime sous NOM_DE_MEDICAMENT
6839;NOM_DE_MEDICAMENT longuer durée effets secondaires
6840;aimerais savoir si gros risques être enceinte rapport non protégé durant les 7 jours arrêt plaquette dès lendemain pris pillule lendemain NOM_DE_MEDICAMENT
6841;quels les risques avoir fait NOM_DE_MEDICAMENT
6842;vaccine homéopathie contre grippe loupé dose mois dernier faut tout recommence non continu comme si rien etait
6843;NOM_DE_MEDICAMENT quoi sert NOM_DE_MEDICAMENT
6844;gyné prescrit NOM_DE_MEDICAMENT patch car souffre maux tete pdt les règles donc commencé quand arreté pilule NOM_DE_MEDICAMENT qlq jours aujourd hui devrai etre réglée rien viens patch
6845;question porte testo NOM_DE_MEDICAMENT 2 NOM_DE_MEDICAMENT applique peau ferait monter taux testosterone ça peux marcher importe quelle substance medoc
6846;NOM_DE_MEDICAMENT enceinte
6847;NOM_DE_MEDICAMENT betebloquant
6848;NOM_DE_MEDICAMENT sempervirens 9ch faut prendre tout tube
6849;NOM_DE_MEDICAMENT prise poids
6850;puis tomber enceinte pendant 7 jours arrêts pilulle cyprotérone
6851;prends cycléane 20 fait moins dosée ancienne pilule NOM_DE_MEDICAMENT gene redoute moindre efficacité corps comment fonctionne
6852;aimerai savoir NOM_DE_MEDICAMENT rubéole NOM_DE_MEDICAMENT fais tout les 5 ans
6853;peut avoir paracétamol injectable officine
6854;une femme souhaite savoir si peut donner NOM_DE_MEDICAMENT comprimés fille 8 ans plaint douleurs abdominales
6855;qu NOM_DE_MEDICAMENT
6856;primpéran quels conditionnements
6857;agomelatine quoi
6858;NOM_DE_MEDICAMENT médecin souhaite savoir existe interaction entre NOM_DE_MEDICAMENT les imao inhibiteurs NOM_DE_MEDICAMENT amine oxydase
6859;dexorat POSOLOGIE efficace contre angoisse anxiete ancipation
6860;NOM_DE_MEDICAMENT comment administrer
6861;NOM_DE_MEDICAMENT effets secondaires sous NOM_DE_MEDICAMENT lesquels
6862;ete sous NOM_DE_MEDICAMENT resultat spectaculaire angoises prise 13 kg arreter NOM_DE_MEDICAMENT deja perdu poid depuis 5 mois environ stagne toujours 5 kg trop alors NOM_DE_MEDICAMENT encore totalement évacuer age
6863;prescription facile NOM_DE_MEDICAMENT
6864;NOM_DE_MEDICAMENT POSOLOGIE question
6865;quel moment journée mieux prendre les 2 bouffées NOM_DE_MEDICAMENT prescrites
6866;prends NOM_DE_MEDICAMENT depui 3 ans dependante arrive vraiment arreter medecin prescri NOM_DE_MEDICAMENT pouvoir diminuer NOM_DE_MEDICAMENT jai commence NOM_DE_MEDICAMENT aujourd hui quels les efferts indesirables les plus frequents
6867;prends NOM_DE_MEDICAMENT depuis 3 jours médecin NOM_DE_MEDICAMENT dit reprendre plaquette triafémi arreter NOM_DE_MEDICAMENT reprends donc 3eme comprimé triafémi soir cela fait
6868;NOM_DE_MEDICAMENT fatigue
6869;quels les incovénients stérilet NOM_DE_MEDICAMENT
6870;quand NOM_DE_MEDICAMENT nouveau disponible
6871;NOM_DE_MEDICAMENT connait
6872;NOM_DE_MEDICAMENT pillule lendemain
6873;quels les antalgiques sans risque durant grossesse
6874;NOM_DE_MEDICAMENT perte prise poids
6875;la cétirizine proscrite cas grossesse
6876;prend NOM_DE_MEDICAMENT depuis 8 jours soir voulais savoir si lieu prendre soir pouvais changer prendre matin car impression soir arrive dormir cause NOM_DE_MEDICAMENT
6877;les antibiotiques provoquent ils remontées gastriques
6878;que faire cas boutons suite NOM_DE_MEDICAMENT
6879;c quoi NOM_DE_MEDICAMENT
6880;prens efféralgan codéiné douleurs diverses depuis plus sept ans toux chronique gâche vie depuis 10 mois environ médicament
6881;NOM_DE_MEDICAMENT cytochrome p450
6882;est NOM_DE_MEDICAMENT risque avoir boutons ac monéva NOM_DE_MEDICAMENT
6883;peut avaler NOM_DE_MEDICAMENT lieu sublingual
6884;NOM_DE_MEDICAMENT limitera egalement repousse poils
6885;NOM_DE_MEDICAMENT quel moment journée prendre NOM_DE_MEDICAMENT c
6886;lis NOM_DE_MEDICAMENT officinalis prend voie cutanée pensez aucun risque prendre dilué verre NOM_DE_MEDICAMENT
6887;NOM_DE_MEDICAMENT quelles effets secondaires
6888;une pharmacienne reçoit prescription NOM_DE_MEDICAMENT POSOLOGIE comprimé femme sous chimiothérapie la posologie indiquée 3à4 comprimés 4 fois jour posologie recommandée
6889;prends mélodia vais changer anneau fais arrêt 4jours prends jms les placebos puis mets anneau fois fini les comprimés couleurs mets anneau lendemain
6890;j relation suivie utilise préservatifs très tentée patch savez si possible faire prescire médecin généraliste
6891;NOM_DE_MEDICAMENT râter les rappels faire
6892;NOM_DE_MEDICAMENT manque fabricant
6893;peut craindre gros effets secondaires seule injection annuelle NOM_DE_MEDICAMENT
6894;quelle dose NOM_DE_MEDICAMENT commençer voir les effets bénéfiques
6895;NOM_DE_MEDICAMENT marron inde où trouver
6896;NOM_DE_MEDICAMENT donne nausées
6897;mes règles plus plus courtes sous NOM_DE_MEDICAMENT 35 dis inquiter
6898;NOM_DE_MEDICAMENT dosage maximal autorisation mise marcher
6899;enceinte 7 mois généraliste NOM_DE_MEDICAMENT prescrit NOM_DE_MEDICAMENT est quelqu NOM_DE_MEDICAMENT pris cet antibiotique pendant grossese
6900;NOM_DE_MEDICAMENT stoppe croissance
6901;NOM_DE_MEDICAMENT POSOLOGIE sécable
6902;une NOM_DE_MEDICAMENT essentielle soigner hoquet
6903;NOM_DE_MEDICAMENT tétanos
6904;NOM_DE_MEDICAMENT hpv faire
6905;médecin NOM_DE_MEDICAMENT prescrit NOM_DE_MEDICAMENT 3 fois jour peux continuer prendre demi comprimé NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT risque interactions surdosage
6906;gynéco NOM_DE_MEDICAMENT prescrit progestérone petits ovules NOM_DE_MEDICAMENT mettre voie vaginale NOM_DE_MEDICAMENT gé depuis les mets vagin douloureux aussi fourmillements niveau tétons seins cela médicament
6907;pris 16 dafalgans 500 4 dolipranes 1 00 pris 2 commencer attendu 30min sans effet alors après enchaîné bien dormi matin réveillant vomie gros tremblement sans ressentir froid vomis 5 fois risque quelque chose ça va passer
6908;dois prendre premier comprime NOM_DE_MEDICAMENT lendemain dernier comprime NOM_DE_MEDICAMENT ge apres pause
6909;bonjour vien changer pilule avant prenais NOM_DE_MEDICAMENT tendances NOM_DE_MEDICAMENT avoir tension elevee gygy prescrit NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT rien dit juste prenais comme autre sans arret donc POSOLOGIE fais comme habitude seulement viens lire notice sais lire avan fo prendre direct apres arret autre POSOLOGIE attendu 7 jours comme hab avoir rr matin rien meme mal o ventre pensez espee bien expliqué
6910;est glimépiride arrow existe sous forme gélules car les comprimés difficiles prendre
6911;NOM_DE_MEDICAMENT peut être anxiogène si trop dosé
6912;plaquette termine bientot voudrais enchainer autre plaquette avoir règles peux
6913;symptômes sevrage fréquent NOM_DE_MEDICAMENT
6914;une patiente souhaite savoir si cimétidine biogaran disponible
6915;NOM_DE_MEDICAMENT magnésium contre contractions
6916;NOM_DE_MEDICAMENT papillomavirus sexualité
6917;ami prend triofan depuis plus 2 ans accro dès arrête NOM_DE_MEDICAMENT nez complètement bouché peux plus respirer connaît
6918;piqûres NOM_DE_MEDICAMENT maigrir
6919;NOM_DE_MEDICAMENT
6920;prend NOM_DE_MEDICAMENT depuis quelques mois mois ci regle plein cycle fini plaquette samedi toujours regles dois reprendre pillule samedi comme ci rien
6921;peut commencer nouvelle plaquette NOM_DE_MEDICAMENT gé sans attendre les règles
6922;NOM_DE_MEDICAMENT hydan
6923;contraception orale antiépileptiques
6924;NOM_DE_MEDICAMENT mercasole quand enceinte
6925;demande si NOM_DE_MEDICAMENT plus efficace generique impression cela fais
6926;patch NOM_DE_MEDICAMENT question utilisation
6927;NOM_DE_MEDICAMENT anticholinergique
6928;toubib dit prendre NOM_DE_MEDICAMENT soir notice ils disent matin quand prenez
6929;NOM_DE_MEDICAMENT quoi sert NOM_DE_MEDICAMENT
6930;bonjour prend NOM_DE_MEDICAMENT depuis 3semaines avan prenais autre pillule donner cholesterol pendant 3jours semblant régle saigner toute petite quantité seulement 3jours apres les discutions pu lire pillule régles abondantes alors normal chez petite precision rapports non protégé compagnon attend aide impatience merci avance
6931;NOM_DE_MEDICAMENT interaction NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT simple interaction médicamenteuse contre indiquée
6932;une pharmacienne reçoit prescription NOM_DE_MEDICAMENT raison 2 POSOLOGIE jour souhaite donc savoir si les comprimés POSOLOGIE sécables
6933;je traité NOM_DE_MEDICAMENT POSOLOGIE sandoz puis exposer soleil
6934;possibilité grossesse sous NOM_DE_MEDICAMENT
6935;NOM_DE_MEDICAMENT contre varicelle
6936;est les effets secondaires antidépresseur NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT réversibles arrêt médicament augmentation cholestérol coeur foie reins
6937;méliane crains effets secondaires
6938;NOM_DE_MEDICAMENT 5 connait
6939;brulures mycose NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT peut traiter ça
6940;NOM_DE_MEDICAMENT contre rhume
6941;c possible donner NOM_DE_MEDICAMENT ampoule application locale
6942;arrêté traitement NOM_DE_MEDICAMENT nausée mal seins normal
6943;connaissez NOM_DE_MEDICAMENT 25 POSOLOGIE
6944;oublié prendre 20ème pris temps 21ème arrêté pendant 7 jours repris plaquette dois protéger
6945;bonjour etant donné célibataire depuis moment voulu laisser corps naturel donc arrêté pilule NOM_DE_MEDICAMENT avril cependant là nouveau couple souhaiterais reprendre puis recommencer quand veux fin cycle menstruel notice marquer commencer premier jour règles NOM_DE_MEDICAMENT aucune chance enceinte sais faut 7 jours être protégée veux donc juste savoir si peux recommencer dès aujourd hui merci
6946;souffre insomnie médecin NOM_DE_MEDICAMENT prescrit 1 comprimé lerivon 10 POSOLOGIE 1 comprimé NOM_DE_MEDICAMENT POSOLOGIE prendre avant aller dormir font dormir plus 8h sais produits bon longue durée est grosse quantité va apporté dépendance
6947;peut prendre gélule NOM_DE_MEDICAMENT pendant grossesse
6948;NOM_DE_MEDICAMENT les effets ils immédiats
6949;NOM_DE_MEDICAMENT équivalent
6950;oubli NOM_DE_MEDICAMENT plus semaine conséquences
6951;prends NOM_DE_MEDICAMENT 50 POSOLOGIE peur effets secondaires prends jour deux question sachant durée vie cette antidep 24h comment fait puisse prendre jour deux accumulation niveau chimie cerveau dure plus longtemps juste 24h élimination les reins ça continue agir
6952;NOM_DE_MEDICAMENT injecté nouveau NOM_DE_MEDICAMENT hépatite NOM_DE_MEDICAMENT aujourd hui 2017 alors déjà 2011 peur grave
6953;sous NOM_DE_MEDICAMENT pharmacie alterne entre 3 marques génériques impression aller moins bien presque sans rien trés fatiguée vrai
6954;NOM_DE_MEDICAMENT sensation brûlure ventre dos
6955;quelles solutions pur rétablir équilibre vaginale
6956;quel NOM_DE_MEDICAMENT grippe h1n1
6957;combien coûte NOM_DE_MEDICAMENT lp france
6958;homéo remontées acides bébé
6959;prescription NOM_DE_MEDICAMENT 0 1 hors amm dermato jeune fille 15 ans mettre les paupières car elles bronzent indiqué
6960;quels les effets si depasse dose NOM_DE_MEDICAMENT rhume
6961;depuis matin pu remarquer quelques saignements or plein milieu plaquette devrait avoir règles avant semaine demi cela déjà arrivée quelqu quelqu pourrait aguiller
6962;NOM_DE_MEDICAMENT quoi sert antihistaminique
6963;quels les risques vaccins génétiques
6964;qu NOM_DE_MEDICAMENT
6965;effets secondaires NOM_DE_MEDICAMENT
6966;NOM_DE_MEDICAMENT magnésium quel médicament marque
6967;NOM_DE_MEDICAMENT quelle classe appartient NOM_DE_MEDICAMENT
6968;est NOM_DE_MEDICAMENT raisons éviter les formes effervescentes
6969;NOM_DE_MEDICAMENT 10 déremboursé partir lundi quid générique
6970;mère réduit dose NOM_DE_MEDICAMENT 3 jour 1 demi depuis NOM_DE_MEDICAMENT point côté droit NOM_DE_MEDICAMENT mal quant respire angoisse cela lié réduction anxiolitique
6971;une pharmacienne demande tosilate périndopril tosilate 2 POSOLOGIE teva
6972;y NOM_DE_MEDICAMENT changement niveau libido NOM_DE_MEDICAMENT chlormadione
6973;lutéran 20 comprimé
6974;combien temps traitement sous NOM_DE_MEDICAMENT acné
6975;commencé otite NOM_DE_MEDICAMENT huit jours mise sous amoclane eg POSOLOGIE amoxilline 125 POSOLOGIE NOM_DE_MEDICAMENT clavunique otite NOM_DE_MEDICAMENT disparu infection niveau gencives sinus faire
6976;voudrais savoir si NOM_DE_MEDICAMENT entraine petits desagrements
6977;peut prescrire NOM_DE_MEDICAMENT traiter crampes
6978;futur papa prend NOM_DE_MEDICAMENT risque bébé
6979;NOM_DE_MEDICAMENT dtp
6980;pharmatienne donné lumalia NOM_DE_MEDICAMENT place NOM_DE_MEDICAMENT trés constipé assez fatigué depuis semaine pilule cause
6981;accouchée mi mai prend NOM_DE_MEDICAMENT sans arrêt entre les plaquettes depuis accouchement 11 semaines toujours règles NOM_DE_MEDICAMENT fin cette dernière plaquette NOM_DE_MEDICAMENT dois attendre 7 jours reprendre ancienne pilule prend sans arrêter
6982;gyneco mise sous NOM_DE_MEDICAMENT 16e 25 eme cycle car cycles irregulier douleurs NOM_DE_MEDICAMENT poitrine avant pendant les regles desir grossesse donc commencé premier plaquette tout meme mal NOM_DE_MEDICAMENT poitrine pendant prise encore actuellement douleur plus intense NOM_DE_MEDICAMENT habitude gyneco dit devrais avoir regles 2 3 jour apres dernier cachet aujourd hui cela fait 7 jours toujours règle normal
6983;volume packs fortimel
6984;quel NOM_DE_MEDICAMENT prendre contre toux
6985;fille NOM_DE_MEDICAMENT 1 mois dû consulter médecin laryngite célestène 40 NOM_DE_MEDICAMENT pendant 5 jours trop nourrisson cet âge
6986;peut prescrire NOM_DE_MEDICAMENT globulus enfant 6 ans
6987;2 NOM_DE_MEDICAMENT 10 1 NOM_DE_MEDICAMENT 20
6988;NOM_DE_MEDICAMENT provoque somnolence
6989;possible coupler NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
6990;NOM_DE_MEDICAMENT remboursée
6991;NOM_DE_MEDICAMENT depuirative compatible prise NOM_DE_MEDICAMENT
6992;NOM_DE_MEDICAMENT médecin souhaite savoir si les comprimés préviscan bien quadrisécables patients difficultés couper les comprimés
6993;oubli NOM_DE_MEDICAMENT pdt 2 jours
6994;combien temps met NOM_DE_MEDICAMENT agir
6995;quel dosage NOM_DE_MEDICAMENT recommandé
6996;NOM_DE_MEDICAMENT saignements
6997;peut mettre prendre poids cause NOM_DE_MEDICAMENT
